"CO_CUCI_ITEM";"NO_CUCI_ITEM";"NO_CUCI_ITEM_ING";"CO_CUCI_SUB";"NO_CUCI_SUB";"NO_CUCI_SUB_ING";"CO_CUCI_POS";"NO_CUCI_POS";"NO_CUCI_POS_ING";"CO_CUCI_CAP";"NO_CUCI_CAP";"NO_CUCI_CAP_ING";"CO_CUCI_SEC";"NO_CUCI_SEC";"NO_CUCI_SEC_ING"
"0179";"Outras carn.e.p. preparadas ou preservadas, e despojos de carne (incluindo preparações como sangue de qualquer animal)";"Other prepared/preserved meat/meat offal (including preparations of blood of any animal)";"0179";"Outras carnes e miudezas preparadas ou preservadas, de carne (incluindo preparações como sangue de qualquer animal)";"Other prepared/preserved meat/meat offal (including preparations of blood of any animal)";"017";"Carne e despojos comestíveis de carne, preparados ou preservados, n.e.p.";"Meat and edible meat offal, prepared or preserved, n.e.s.";"01";"Carne e preparações de carne";"Meat and meat preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02211";"Leite com gordura não excedendo a 1% do peso";"Milk, not concentrated/sweetened, of a fat content, by weight, not > 1%";"0221";"Leite (incluindo desnatado) e creme, não concentrado ou adoçado";"Milk (including skimmed milk) and cream, not concentrated or sweetened";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02212";"Leite com gordura excedendo a 1% do peso, mas não superior a 6%";"Milk & cream, not concentrated/sweetened, of a fat content, by weight, exceeding 1% but not > 6%";"0221";"Leite (incluindo desnatado) e creme, não concentrado ou adoçado";"Milk (including skimmed milk) and cream, not concentrated or sweetened";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02213";"Creme com conteúdo de gordura excedendo a 6% do peso";"Cream, not concentrated/sweetened, of a fat content, by weight, exceeding 6%";"0221";"Leite (incluindo desnatado) e creme, não concentrado ou adoçado";"Milk (including skimmed milk) and cream, not concentrated or sweetened";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02221";"Leite em forma sólida, com conteúdo de gordura não excedendo a 1,5% do peso";"Milk, concentrated/sweetened, in solid form, of a fat content, by weight, not > 1.5%";"0222";"Leite e creme de leite concentrados ou adoçados";"Milk and cream, concentrated or sweetened";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02222";"Leite em forma sólida, com conteúdo de gordura excedendo a 1,5% do peso";"Milk & cream, concentrated/sweetened, in solid form, of a fat content, by weight, exceeding 1.5%";"0222";"Leite e creme de leite concentrados ou adoçados";"Milk and cream, concentrated or sweetened";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02223";"Leite e creme, não em forma sólida, não contendo açucar ou qualquer matéria adoçante";"Milk & cream, concentrated, not in solid form, not sweetened";"0222";"Leite e creme de leite concentrados ou adoçados";"Milk and cream, concentrated or sweetened";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02224";"Leite e creme, não em forma sólida, contendo açucar ou qualquer matéria adoçante";"Milk & cream, concentrated, not in solid form, sweetened";"0222";"Leite e creme de leite concentrados ou adoçados";"Milk and cream, concentrated or sweetened";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02231";"Iogurte, concentrado ou não, ou contendo açúcar ou outra matéria adoçante ou saborizado ou com adição de frutas, nozes, ou caco";"Yogurt, whether/not concentrated/containing added sugar/other sweetening matter/flavoured/containing added fruit, nuts/cocoa";"0223";"Iogurte, soro de leite, leite e creme coalhados, fermentados ou acidificado, sorvete";"Yogurt, buttermilk, curdled, fermented or acidified milk and cream, ice-cream";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02232";"Soro de leite, creme e leite coalhado, kephir e outro leite ou creme fermentado ou acidificado, concentrado ou não, ou contendo açúcar ou outra matéria adoçante ou saborizado ou com adição de frutas, nozes, ou caco";"Buttermilk, curdled milk & cream, kephir & other fermented/acidified milk/cream, whether/not concentrated/containing added sugar/other sweetening matter/flavoured/containing added fruit, nuts/cocoa";"0223";"Iogurte, soro de leite, leite e creme coalhados, fermentados ou acidificado, sorvete";"Yogurt, buttermilk, curdled, fermented or acidified milk and cream, ice-cream";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02233";"Sorvete ou outros gelos comestíveis, contendo ou não cacao";"Ice-cream & other edible ice, whether/not containing cocoa";"0223";"Iogurte, soro de leite, leite e creme coalhados, fermentados ou acidificado, sorvete";"Yogurt, buttermilk, curdled, fermented or acidified milk and cream, ice-cream";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02241";"Soro ou soro de leite modificado, concentrado ou não, ou adicionado de açúcar ou outra matéria adoçante";"Whey & modified whey, whether/not concentrated/containing added sugar/other sweetening matter";"0224";"Soro, produtos constitutivos naturais do leite";"Whey, products consisting of natural milk constituents, n.e.s.";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02249";"Produtos constitutivos naturais do leite, n.e.p.";"Products consisting of natural milk constituents, n.e.s.";"0224";"Soro, produtos constitutivos naturais do leite";"Whey, products consisting of natural milk constituents, n.e.s.";"022";"Leite creme e laticínios, exceto manteiga ou queijo";"Milk and cream and milk products other than butter or cheese";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0230";"Manteiga e outras gorduras e olhos derivados do leite; pastas lácteas para untar";"Butter & other fats & oils derived from milk";"0230";"Manteiga e outras gorduras e olhos derivados do leite, pastas lácteas para untar";"Butter & other fats & oils derived from milk";"023";"Manteiga e outras gorduras e olhos derivados do leite";"Butter and other fats and oils derived from milk";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0241";"Queijo ralado ou em pó, de todos os tipos";"Grated/powdered cheese, of all kinds";"0241";"Queijo ralado ou em pó, de todos os tipos";"Grated/powdered cheese, of all kinds";"024";"Queijo e coalhada";"Cheese and curd";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0242";"Queijo processado, exceto ralado ou em pó";"Processed cheese, not grated/powdered";"0242";"Queijo processado, exceto ralado ou em pó";"Processed cheese, not grated/powdered";"024";"Queijo e coalhada";"Cheese and curd";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0243";"Queijo azul ou outros queijos contendo veias produzidas pelo Penicillium roqueforti";"Blue-veined cheese";"0243";"Queijo azul ou outros queijos contendo veias produzidas pelo Penicillium roqueforti";"Blue-veined cheese";"024";"Queijo e coalhada";"Cheese and curd";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02491";"Queijo fresco (não curado ou maturado), incluindo queijo de soro e coalhada";"Fresh cheese, including whey cheese, & curd";"0249";"Outros queijos, coalhadas";"Other cheese, curd";"024";"Queijo e coalhada";"Cheese and curd";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02499";"Outros queijos";"Other cheese";"0249";"Outros queijos, coalhadas";"Other cheese, curd";"024";"Queijo e coalhada";"Cheese and curd";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0251";"Ovos de aves, na casca, frescos, preservados ou cozidos";"Birds' eggs, in shell, fresh, preserved/cooked";"0251";"Ovos de aves, na casca, frescos, preservados ou cozidos";"Birds' eggs, in shell, fresh, preserved/cooked";"025";"Ovos de aves, gemas de ovos, frescos, desidratados ou preservados de outra maneira, adoçados ou não; albumina do ovo";"Eggs, birds', and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02521";"Ovos de aves, fora da casca, gemas de ovo Desidratados";"Birds' eggs, not in shell, & egg yolks, dried";"0252";"Ovos de aves, fora da casca, gemas de ovo";"Birds' eggs, not in shell, and egg yolks";"025";"Ovos de aves, gemas de ovos, frescos, desidratados ou preservados de outra maneira, adoçados ou não; albumina do ovo";"Eggs, birds', and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"02522";"Ovos de aves, fora da casca, gemas de ovo Não desidratados";"Birds' eggs, not in shell, & egg yolks, other than dried";"0252";"Ovos de aves, fora da casca, gemas de ovo";"Birds' eggs, not in shell, and egg yolks";"025";"Ovos de aves, gemas de ovos, frescos, desidratados ou preservados de outra maneira, adoçados ou não; albumina do ovo";"Eggs, birds', and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0253";"Albumina do ovo";"Egg albumin";"0253";"Albumina do ovo";"Egg albumin";"025";"Ovos de aves, gemas de ovos, frescos, desidratados ou preservados de outra maneira, adoçados ou não; albumina do ovo";"Eggs, birds', and egg yolks, fresh, dried or otherwise preserved, sweetened or not; egg albumin";"02";"Laticínios e ovos de aves";"Dairy products and birds eggs";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"03411";"Pescado vivo";"Fish, live";"0341";"Pescado, fresco (vivo ou morto) ou refrigerado (inteiro)";"Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)";"034";"Pescado, fresco (vivo ou morto), refrigerado ou congelado";"Fish, fresh (live or dead), chilled or frozen";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"Fish (not marine mammals, crustaceans, molluscs and aquatic invertebrates and preparations thereof";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"03412";"Salmonídeos, frescos ou refrigerados (exceto fígados e ovas)";"Salmonidae, fresh/chilled (excluding livers & roes)";"0341";"Pescado, fresco (vivo ou morto) ou refrigerado (inteiro)";"Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)";"034";"Pescado, fresco (vivo ou morto), refrigerado ou congelado";"Fish, fresh (live or dead), chilled or frozen";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"Fish (not marine mammals, crustaceans, molluscs and aquatic invertebrates and preparations thereof";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"03413";"Peixes pleuronectos  frescos ou refrigerados (exceto fígados e ovas)";"Flat-fish, fresh/chilled (excluding livers & roes)";"0341";"Pescado, fresco (vivo ou morto) ou refrigerado (inteiro)";"Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)";"034";"Pescado, fresco (vivo ou morto), refrigerado ou congelado";"Fish, fresh (live or dead), chilled or frozen";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"Fish (not marine mammals, crustaceans, molluscs and aquatic invertebrates and preparations thereof";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"03414";"Atuns, listrados ou bonitos de barriga listrada  frescos ou refrigerados (exceto fígados e ovas)";"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)";"0341";"Pescado, fresco (vivo ou morto) ou refrigerado (inteiro)";"Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)";"034";"Pescado, fresco (vivo ou morto), refrigerado ou congelado";"Fish, fresh (live or dead), chilled or frozen";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"Fish (not marine mammals, crustaceans, molluscs and aquatic invertebrates and preparations thereof";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"03415";"Arenques, sardinhas, sardinetas ou espadin.e.p.  frescos ou refrigerados (exceto fígados e ovas)";"Herrings, sardines, sardinella, brislings/sprats, fresh/chilled (excluding livers & roes)";"0341";"Pescado, fresco (vivo ou morto) ou refrigerado (inteiro)";"Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)";"034";"Pescado, fresco (vivo ou morto), refrigerado ou congelado";"Fish, fresh (live or dead), chilled or frozen";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"Fish (not marine mammals, crustaceans, molluscs and aquatic invertebrates and preparations thereof";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"03416";"Bacalhaus frescos ou refrigerados (exceto fígados e ovas)";"Cod, fresh/chilled (excluding livers & roes)";"0341";"Pescado, fresco (vivo ou morto) ou refrigerado (inteiro)";"Fish, fresh (live or dead) or chilled (excluding fillets and minced fish)";"034";"Pescado, fresco (vivo ou morto), refrigerado ou congelado";"Fish, fresh (live or dead), chilled or frozen";"03";"Pescado (exceto mamíferos marinhos),crustáceos,moluscos e invertebrados aquáticos e suas preparações";"Fish (not marine mammals, crustaceans, molluscs and aquatic invertebrates and preparations thereof";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
